,Sample,Question,Question Type,Question Type,Correct Grammar,Suggestions
XME,How do dentists see tartar?,1,How,,1,
XMG,Do insulin injections hurt dogs?,1,YN,,1,
XMJ,What is the type of postcare option I have?,1,What,,0,What is the type of post-care option I have?
XMK,What is the best way to get a dog's insulin regulation done?,1,What,,1,
XMM,What are a few aftercare options?,1,What,,1,
XMP,What did your dog once loved most?,1,What,,0,What did your dog once love most?
XMR,"Once the diagnosis is made, you and your veterinarian can discuss possible treatments and therapies.",0,,,1,
XMU,What could cause tooth decay and infection to the gums?,1,What,,0,What could cause tooth decay and infection of the gums?
XNA,Why does it affect dogs that have insulin?,1,Why,,1,
XNB,How can I have a full body clean after recovery?,1,How,,1,
XNI,These are called retained deciduous teeth.,0,,,1,
XNM,What types of bacteria can affect teeth after the brushing.?,1,What,,0,What types of bacteria can affect teeth after brushing?
XNV,What can result in high blood sugars in your pet?,1,What,,0,What can result in high blood sugar in your pet?
XNX,What are the advantages of insulin pumps?,1,What,,1,
XNY,How are urine tests sometimes used for diabetes?,1,How,,1,
XOD,This usually has a dark brown appearance.,0,,,1,
XON,What is the best thing about brushing my cats teeth before and after a brushing?,1,What,,0,What is the best thing about brushing my cat's teeth before and after brushing?
XOO,What are the various kinds of questions you receive?,1,What,,1,
XOP,"During this process, the patient will have their IV catheter placed and a free clay paw impression of their paw made.",0,,,1,
XOS,What do veterinary doctors sometimes make to perform euthanasia?,1,What,,1,
XOW,What do some clinics use to allow a pet to depart with dignity?,1,What,,1,
XOZ,How can I decrease tartar build up in a healthy way?,1,How,,0,How can I decrease tartar buildup in a healthy way?
XPA,What is the source of energy for cells?,1,What,,1,
XPE,What can be a result of a pet's behavior?,1,What,,1,
XPF,How difficult is it for a dog to get in the hospital?,1,How,,0,How difficult is it for a dog to get into the hospital?
XPG,What are the types of questions you often get asked?,1,What,,1,
XPJ,"Your wishes will be on file with your aftercare provider, including the transfer from your vet or your home, to carry out when the time comes.",0,,,1,
XPN,What are some instances where a vet has their own aftercare provider on-site?,1,What,,0,What are some instances where a vet has their aftercare provider on-site?
XPR,What are aftercare options?,1,What,,1,
XPS,So the first thing I would say is just to wait a day or two because their appetite usually returns.,0,,,1,
XPV,What does someone say to me?,1,What,,1,
XPY,What does a non-foaming formula foster?,1,What,,1,
XPZ,How long can I brush my dog's teeth without brushing stress?,1,How,,1,
XQC,How long does it take to get good insulin regulation?,1,How,,1,
XQE,What is the best way to have a Professional Cleaning done after recovery?,1,What,,0,What is the best way to have a Professional-Cleaning done after recovery?
XQF,Why do most of us avoid dental work or anesthesia in dogs?,1,Why,,1,
XQI,What type of medication is used to make diabetes symptoms disappear?,1,What,,1,
XQL,What types of questions are there and why?,1,What,,1,
XQN,What can cause an excessively high blood sugar level in my family member?,1,What,,1,
XQS,What are the components of hospice or palliative care?,1,What,,1,
XQU,"The cost of euthanasia typically covers the time the procedure takes, and medical materials used for the euthanasia such as catheters, disinfectants, and syringes.",0,,,0,"The cost of euthanasia typically covers the time the procedure takes and medical materials used for the euthanasia such as catheters, disinfectants, and syringes."
XQY,Can gingivitis cause damage to structures of teeth?,1,YN,,0,Can gingivitis cause damage to the structures of teeth?
XRA,Why cant I tell you the prices for this procedure?,1,Why,,0,Why can't I tell you the prices for this procedure?
XRE,Does excessive watering increase urination?,1,YN,,1,
XRF,When does a vet ask dog parents to make an appointment? Why does this process keep getting worse?,1,When,Why,1,
XRG,How can you reduce body to ash and bone?,1,How,,0,How can you reduce the body to ash and bone?
XRM,What is the best way to introduce brushing in children?,1,What,,1,
XRP,What can a veterinarian do to keep your pet healthy and detect problems before they become severe?,1,What,,1,
XRR,You can do either.,0,,,1,
XRS,How are trees planted?,1,How,,1,
XRT,"It is not as stressful a time as after, and you can review your options and be prepared when the time comes.",0,,,1,
XRW,What can veterinary practices make on behalf of their clients?,1,What,,1,
XRZ,The subtlety of signs often delays and prevents their owners from acting early in many cases.,0,,,1,
XSG,What is the best way to get a cleaning job done after recovery?,1,What,,1,
XSK,"When first your teeth fall out, what causes this?",1,What,,0,"When your teeth first fall out, what causes that?"
XSL,What happens if the dog asks for a hike and then starts having accidents.?,1,What,,1,
XSO,Why do I usually do not avoid anesthesia or dental work in dogs?,1,Why,,0,Why do I usually not avoid anesthesia or dental work in dogs?
XST,What pets are placed in cremation chambers?,1,What,,1,
XSZ,What is meant by private cremation?,1,What,,1,
XTE,What questions do you have?,1,What,,1,
XTG,Usually your veterinarian will need to complete some paperwork or enter information via a web portal to be sent to the aftercare provider.,0,,,0,"Usually, your veterinarian will need to complete some paperwork or enter information via a web portal to be sent to the aftercare provider."
XTJ,"Place a layer of lime at the bottom of the hole and afterwards, on top of the body.",0,,,0,"Place a layer of lime at the bottom of the hole and afterward, on top of the body."
XTL,What does the best way to tell if your pet has gum disease is to lift their lips and have a look at the teeth and gums if they are comfortable with having their face handled?,1,What,,0,What is the best way to tell if your pet has gum disease is to lift their lips and have a look at the teeth and gums if they are comfortable with having their face handled.
XTU,Can you give a list of the best options in case of an emergency euthanasia?,1,YN,,0,Can you give a list of the best options in case of emergency euthanasia?
XUC,"What should pet owners do to save time, money and make a living?",1,What,,1,
XUE,What do cats and dogs are at risk of death?,1,What,,0,Why do cats and dogs are at risk of death?
XUF,This marker is generally included in the cremated remains.,0,,,1,
XUQ,What is included with cremation fees?,1,What,,1,
XUV,What is the deciding factor for tooth cleaning?,1,What,,1,
XVI,"Finally, if you ever sell your property, it is important to notify the future buyers of the presence of any pets that may be buried on the land.",0,,,0,"Finally, if you ever sell your property, it is important to notify the future-buyers of the presence of any pets that may be buried on the land."
XVJ,What might pets like to wear while their pet eats to take advantage of that distraction?,1,What,,1,
XVK,What is an example of over activity of the adrenal gland in dogs?,1,What,,0,What is an example of overactivity of the adrenal gland in dogs?
XVM,How do hospices help death be the most peaceful and peaceful thing to do?,1,How,,1,
XVQ,Cat dental care is pretty much the same as the dog.,0,,,0,Cat dental care is pretty much the same as a dog.
XVU,"Alternatively, there are dental diets and treats available (I suggest looking for the VOHC seal) that can help clean the teeth without all the brushing stress.",0,,,1,
XVV,"In addition to the plastic cadaver bag, what can you put your dog in?",1,What,,1,
XVW,What kind of question do you have or ask everyday?,1,What,,0,What kind of questions do you have or ask every day?
XWA,What is one of the first signs of a blood clotting disorder?,1,What,,1,
XWF,How can my puppy lose its nude teeth?,1,How,,1,
XWH,What does insulin help convert?,1,What,,1,
XWP,It is an â€˜add-onâ€™ procedure that adds a nominal amount to the bill for each tooth extracted or the time it takes to perform it.,0,,,1,
XWR,When will animals be cremated?,1,When,,1,
XWS,How do you use human toothpaste for cats?,1,How,,1,
XWX,"What are urinalysis, anemia, infection, and anemia?",1,What,,1,
XWY,What tips do you use when caring for your pet while it is in a juppy period?,1,What,,1,
XXH,"Why does an ultrasonic scaler vibrate 1,000 times a second?",1,Why,,1,
XXM,What is the influence of skin color (both male and female) on dog and cat?,1,What,,0,What is the influence of skin color (both male and female) on dogs and cats?
XXN,What is the reversible form of dental disease?,1,What,,1,
XXU,I canâ€™t tell you the prices for this because itâ€™s not prudent.,0,,,1,
XXV,A dog is trying to get rid of sugar by sending it out through what?,1,What,,1,
XXZ,What is the life of a pet parent?,1,What,,1,
XYC,Enjoy your puppy!,0,,,1,
XYM,What are the types of questions you have?,1,What,,1,
XYN,Who is responsible for putting a dog under anesthesia?,1,Who,,1,
XYO,What medication affects your petâ€™s muscles?,1,What,,1,
XZC,Increased urination.,0,,,1,
XZD,Why does excessive drinking cause increased urination?,1,Why,,1,
XZE,What type of care do you need to provide your pet?,1,What,,1,
XZH,How dentists suggest that you do an oral exam?,1,How,,0,How do dentists suggest that you do an oral exam?
XZK,What are the names of aftercare provider or aftercare companies?,1,What,,0,What are the names of aftercare providers or aftercare companies?
XZO,What types of dental problems are general practice veterinarians trained to address?,1,What,,1,
XZS,How are dental infections in cats so painful?,1,How,,1,
XZT,What do we form with our pet companions?,1,What,,1,
XZU,What typal test does diabetes include?,1,What,,1,
XZW,"We generally use propofol, which works within seconds to lightly sedate the pet.",0,,,1,
XZZ,How old do diabetic dogs become?,1,How,,1,
YAB,Why are decidenuous teeth typically removed?,1,Why,,0,Why are deciduous teeth typically removed?
YAD,What is the name of your dog?,1,What,,1,
YAH,What do I need on an older dog?,1,What,,1,
YAI,What is the diameter of the needle?,1,What,,1,
YAK,Is euthanasia a good option for some?,1,YN,,1,
YAN,Do you have the commitment needed to perform this care?,1,YN,,1,
YAO,What do dog owners need to be treated with IV dextrose?,1,What,,1,
